"program","CIPDESC","EARN_MDN_1YR","EARN_MDN_5YR","institution"
"Nursing","Health and Medical Administrative Services.",25699,32397,"UEI College-Chula Vista"
"Nursing","Allied Health and Medical Assisting Services.",24695,30666,"UEI College-Chula Vista"
"Nursing","Dental Support Services and Allied Professions.",19904,25872,"UEI College-West Covina"
"Nursing","Health and Medical Administrative Services.",25699,32397,"UEI College-West Covina"
"Nursing","Allied Health and Medical Assisting Services.",24695,30666,"UEI College-West Covina"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",NA,52212,"California Career College"
"Nursing","Allied Health and Medical Assisting Services.",NA,29679,"National Polytechnic College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,36126,"National Polytechnic College"
"Nursing","Dental Support Services and Allied Professions.",22218,31916,"American Career College-Ontario"
"Nursing","Health and Medical Administrative Services.",28575,35963,"American Career College-Ontario"
"Nursing","Allied Health and Medical Assisting Services.",25702,30182,"American Career College-Ontario"
"Nursing","Allied Health and Medical Assisting Services.",NA,76812,"American Career College-Ontario"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",54410,60351,"American Career College-Ontario"
"Nursing","Ophthalmic and Optometric Support Services and Allied Professions.",32524,36982,"American Career College-Ontario"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",21533,23215,"American Career College-Ontario"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",52792,56132,"American Career College-Ontario"
"Nursing","Health and Medical Administrative Services.",NA,36817,"Asher College"
"Nursing","Health and Medical Administrative Services.",36293,34606,"Asher College"
"Nursing","Allied Health and Medical Assisting Services.",27105,32822,"Asher College"
"Nursing","Dental Support Services and Allied Professions.",NA,33149,"Blake Austin College"
"Nursing","Allied Health and Medical Assisting Services.",NA,38657,"Blake Austin College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",48106,61575,"Blake Austin College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",69391,82323,"San Joaquin Valley College-Rancho Cordova"
"Nursing","Public Health.",30446,48606,"Lemoore College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",99992,110108,"Lemoore College"
"Nursing","Allied Health and Medical Assisting Services.",24563,28930,"Milan Institute-Clovis"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",19016,22886,"Milan Institute-Clovis"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",50638,48957,"Beaumont Adult School"
"Nursing","Health and Medical Administrative Services.",NA,41234,"Valley College of Medical Careers"
"Nursing","Allied Health and Medical Assisting Services.",26214,36512,"Valley College of Medical Careers"
"Nursing","Dental Support Services and Allied Professions.",28060,36206,"Carrington College-Stockton"
"Nursing","Health and Medical Administrative Services.",30476,41353,"Carrington College-Stockton"
"Nursing","Allied Health and Medical Assisting Services.",32311,36574,"Carrington College-Stockton"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",NA,20006,"Carrington College-Stockton"
"Nursing","Allied Health and Medical Assisting Services.",21834,34035,"Healthcare Career College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",38457,43421,"Healthcare Career College"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",NA,8780,"Coastline Beauty College"
"Nursing","Health and Medical Administrative Services.",29157,31172,"Mayfield College"
"Nursing","Allied Health and Medical Assisting Services.",28928,28632,"Mayfield College"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",25111,16845,"Mayfield College"
"Nursing","Health and Medical Administrative Services.",NA,38043,"Laurus College"
"Nursing","Health and Medical Administrative Services.",35211,23080,"Laurus College"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",15667,13993,"Healing Hands School of Holistic Health"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",56099,60677,"Career Development Institute Inc"
"Nursing","Mental and Social Health Services and Allied Professions.",54966,61980,"The Chicago School at Anaheim"
"Nursing","Mental and Social Health Services and Allied Professions.",54966,61980,"The Chicago School at Los Angeles"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",76643,70245,"The Chicago School at Los Angeles"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",59039,61468,"The Chicago School at Los Angeles"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",51543,56773,"California Nurses Educational Institute"
"Nursing","Dental Support Services and Allied Professions.",19958,18131,"National Career College"
"Nursing","Health and Medical Administrative Services.",NA,34165,"National Career College"
"Nursing","Health and Medical Administrative Services.",NA,33193,"National Career College"
"Nursing","Allied Health and Medical Assisting Services.",24872,28792,"National Career College"
"Nursing","Dental Support Services and Allied Professions.",27039,31068,"San Joaquin Valley College-Hesperia"
"Nursing","Health and Medical Administrative Services.",26452,30419,"San Joaquin Valley College-Hesperia"
"Nursing","Health and Medical Administrative Services.",27553,31944,"San Joaquin Valley College-Hesperia"
"Nursing","Allied Health and Medical Assisting Services.",26897,30548,"San Joaquin Valley College-Hesperia"
"Nursing","Allied Health and Medical Assisting Services.",27132,33232,"San Joaquin Valley College-Hesperia"
"Nursing","Allied Health and Medical Assisting Services.",24563,28930,"Milan Institute-Bakersfield"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",19016,22886,"Milan Institute-Bakersfield"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",50456,48657,"Homestead Schools"
"Nursing","Allied Health and Medical Assisting Services.",27880,37075,"InterCoast Colleges-Rancho Cordova"
"Nursing","Mental and Social Health Services and Allied Professions.",37997,37412,"InterCoast Colleges-Rancho Cordova"
"Nursing","Allied Health and Medical Assisting Services.",30301,32086,"Angeles College"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",NA,10449,"Angeles College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",52303,53177,"Angeles Institute"
"Nursing","Dental Support Services and Allied Professions.",73751,76042,"West Coast University-Orange County"
"Nursing","Health and Medical Administrative Services.",59511,65929,"West Coast University-Orange County"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",95859,110377,"West Coast University-Orange County"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",128308,140067,"West Coast University-Orange County"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",95859,110377,"West Coast University-Ontario"
"Nursing","Allied Health and Medical Assisting Services.",32827,41978,"Unitek College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",120006,134867,"Unitek College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",61838,79182,"Unitek College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",72368,109213,"Unitek College"
"Nursing","Allied Health and Medical Assisting Services.",32143,49302,"Gurnick Academy of Medical Arts"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",43725,101926,"Gurnick Academy of Medical Arts"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",54359,63418,"Gurnick Academy of Medical Arts"
"Nursing","Health Services/Allied Health/Health Sciences, General.",23023,70276,"Touro University California"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",131671,145483,"Touro University California"
"Nursing","Medicine.",64884,214872,"Touro University California"
"Nursing","Pharmacy, Pharmaceutical Sciences, and Administration.",103170,173463,"Touro University California"
"Nursing","Public Health.",111615,63592,"Touro University California"
"Nursing","Rehabilitation and Therapeutic Professions.",78255,83658,"Touro University California"
"Nursing","Rehabilitation and Therapeutic Professions.",78868,82085,"Touro University California"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",100956,95304,"Touro University California"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",129957,175045,"Touro University California"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",159486,117983,"Touro University California"
"Nursing","Health and Medical Administrative Services.",NA,27113,"Galaxy Medical College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,34621,"American Medical Sciences Center"
"Nursing","Allied Health and Medical Assisting Services.",22923,25402,"Southern California Health Institute"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",17997,19016,"Southern California Health Institute"
"Nursing","Dental Support Services and Allied Professions.",19904,25872,"UEI College-Oceanside"
"Nursing","Health and Medical Administrative Services.",25699,32397,"UEI College-Oceanside"
"Nursing","Allied Health and Medical Assisting Services.",24695,30666,"UEI College-Oceanside"
"Nursing","Dental Support Services and Allied Professions.",19904,25872,"UEI College-Garden Grove"
"Nursing","Health and Medical Administrative Services.",25699,32397,"UEI College-Garden Grove"
"Nursing","Allied Health and Medical Assisting Services.",24695,30666,"UEI College-Garden Grove"
"Nursing","Dental Support Services and Allied Professions.",21979,25502,"UEI College-Riverside"
"Nursing","Health and Medical Administrative Services.",24781,34339,"UEI College-Riverside"
"Nursing","Allied Health and Medical Assisting Services.",24039,29379,"UEI College-Riverside"
"Nursing","Dental Support Services and Allied Professions.",27039,31068,"San Joaquin Valley College-Temecula"
"Nursing","Health and Medical Administrative Services.",26452,30419,"San Joaquin Valley College-Temecula"
"Nursing","Health and Medical Administrative Services.",27553,31944,"San Joaquin Valley College-Temecula"
"Nursing","Allied Health and Medical Assisting Services.",26897,30548,"San Joaquin Valley College-Temecula"
"Nursing","Allied Health and Medical Assisting Services.",27132,33232,"San Joaquin Valley College-Temecula"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",69391,82323,"San Joaquin Valley College-Temecula"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",58726,62139,"Marian Health Careers Center-Van Nuys Campus"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",65387,63142,"Medical Allied Career Center"
"Nursing","Allied Health and Medical Assisting Services.",34873,37175,"Unitek College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",66221,73881,"Unitek College"
